Text,Label
remember the different types of insurance coverage,0
remember the different types of marketing strategies,0
remember the different types of sales techniques,0
remember the formula for calculating the area of a rectangle,0
remember the key terms from last weeks biology lecture,0
remember the names of the great lakes,0
remember the order of operations,0
remember the parts of a plant cell,0
remember the steps for creating a pivot table in excel,0
remember the steps for solving a linear equation,0
remember the steps to log in to a computer,0
